matrixName;Edge Cut;cut size;cut cost;imbalance
DIMACS10/preferentialAttachment.mtx;0.586000 s;147479;147479.000000;0.000000
DIMACS10/cs4.mtx;0.041000 s;426;426.000000;0.000022
DIMACS10/vsp_mod2_pgp2_slptsk.mtx;0.419000 s;30502;30508.000000;0.000010
DIMACS10/vsp_c-60_data_cti_cs4.mtx;0.156000 s;5670;5953.000000;0.000000
DIMACS10/wing.mtx;0.114000 s;1062;1062.000000;0.000000
DIMACS10/vsp_data_and_seymourl.mtx;0.043000 s;7888;7888.000000;0.000055
DIMACS10/wing_nodal.mtx;0.026000 s;1816;1816.000000;0.000046
DIMACS10/kron_g500-logn16.mtx;1.060000 s;70766;73876.000000;0.000000
DIMACS10/coPapersDBLP.mtx;2.134000 s;231505;563983.000000;0.000000
DIMACS10/fe_tooth.mtx;0.158000 s;4995;4995.000000;0.000000
DIMACS10/channel-500x100x100-b050.mtx;12.357000 s;57854;57854.000000;0.000000
DIMACS10/144.mtx;0.362000 s;6730;6730.000000;0.000003
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd.mtx;0.273000 s;37034;41055.000000;0.000000
DIMACS10/delaunay_n11.mtx;0.006000 s;88;88.000000;0.000000
DIMACS10/delaunay_n17.mtx;0.190000 s;739;739.000000;0.000000
DIMACS10/venturiLevel3.mtx;4.380000 s;3593;3593.000000;0.000000
DIMACS10/caidaRouterLevel.mtx;0.434000 s;17755;17880.000000;0.000000
DIMACS10/delaunay_n21.mtx;2.640000 s;5987;5987.000000;0.000000
DIMACS10/data.mtx;0.008000 s;219;219.000000;0.000175
DIMACS10/m14b.mtx;0.528000 s;3982;3982.000000;0.000002
DIMACS10/fe_body.mtx;0.059000 s;528;528.000000;0.000011
DIMACS10/vsp_msc10848_300sep_100in_1Kout.mtx;0.068000 s;736;737.000000;0.000000
DIMACS10/chesapeake.mtx;0.001000 s;45;48.000000;0.012821
DIMACS10/delaunay_n14.mtx;0.030000 s;281;281.000000;0.000000
DIMACS10/vsp_model1_crew1_cr42_south31.mtx;0.126000 s;25770;25877.000000;0.001474
DIMACS10/delaunay_n13.mtx;0.017000 s;184;184.000000;0.000000
DIMACS10/road_central.mtx;14.723000 s;539;539.000000;0.000000
DIMACS10/vsp_sctap1-2b_and_seymourl.mtx;0.144000 s;16126;16210.000000;0.000000
DIMACS10/delaunay_n16.mtx;0.096000 s;662;662.000000;0.000000
DIMACS10/coPapersCiteseer.mtx;1.180000 s;70243;309472.000000;0.000000
